Protein.Group,AccessionID,AreaAvg,AreaSD,AreaRSD,missingAreaCount,method,mass
1227,A0A2U9PSN0,15167.653,372.012156270463,2.45266789971041,0,DDA,44095
2803,I7FKQ2,NA,NA,NA,3,DDA,14397
1385,A0QV28,10846.2406666667,732.288808965652,6.75154490362884,0,DDA,14380
1627,A0QR05,10026.1586666667,1306.29407248151,13.0288589669388,0,DDA,15224
2153,A0A2U9PN48,2220.95486666667,319.460897820458,14.3839437088572,0,DDA,21311
701,A0A2U9PR14,16662.1346666667,1816.3502454847,10.9010656906908,0,DDA,19386
2025,I7FEW0,4088.7555,1648.39017827311,40.3152054035294,0,DDA,18177
1974,A0QTQ0,850.917803333333,397.189635853806,46.6777912388106,0,DDA,38704
2677,I7FTH3,3199.31624666667,2211.43938145835,69.1222502233853,0,DDA,38580
1330,A0A2U9PJM4,1261.32505,878.624369798109,69.6588377276824,1,DDA,23325
1210,L0J075,767.29625,107.472381855084,14.006634576291,1,DDA,53695
1396,I7G165,1109.42194333333,205.746767518641,18.5454027437442,0,DDA,26979
835,A0QR14,13063.8606666667,4109.78970699966,31.4592279561437,0,DDA,13145
489,A0QUN1,27659.6173333333,1010.5645502195,3.65357386561397,0,DDA,43787
992,I7FJ73,22542.4256666667,1626.78404467721,7.21654390140774,0,DDA,34476
163,L0IUS2,235416.546666667,39719.4144866718,16.871972275981,0,DDA,58432
2135,A0QRU8,2463.9407,NA,NA,2,DDA,32745
488,A0A2U9PJ95,51831.0346666667,7225.58793136069,13.9406592552697,0,DDA,50564
2228,I7FCQ2,1657.823,48.773821603192,2.94204035070041,1,DDA,57724
1422,A0A8B4QFT1,2744.97163333333,1705.74132933103,62.1405812948122,0,DDA,27693
484,A0A653FKK8,18486.9106666667,17935.7425286346,97.0186033352457,0,DDA,31775
71,I7FYK4,318813.823333333,22341.5683315347,7.00771632106291,0,DDA,6976
671,A0QVY9,3143.67513333333,349.439837672257,11.1156472234373,0,DDA,71634
332,I7G565,282212.616666667,11465.1522867005,4.06259380679725,0,DDA,37235
2308,A0A2U9PJM7,1147.3025,225.07235655231,19.6175251559471,0,DDA,25831
1920,L0IW49,2104.7484,237.833385953108,11.2998487587926,1,DDA,26326
888,A0QQ40,3725.48153333333,134.789203884967,3.61803441189967,0,DDA,66283
83,I7FPP0,412001.18,23773.7741328212,5.77031700074772,0,DDA,30707
839,A0A8B4R8S1,10303.1886666667,2318.5019118962,22.5027609112616,0,DDA,32053
2235,A0A8B4R452,16899.553025,23472.0659122364,138.891637414987,1,DDA,27787
1046,A0A2U9PPF0,90075.1583333333,15131.0027641878,16.7981972434551,0,DDA,12116
548,L0IZA5,4647.4658,2423.54758892547,52.1477229359163,0,DDA,25206
1759,I7GFA5,7378.6024,4872.73007951364,66.0386590218446,0,DDA,41065
1054,A0A8B4R592,60275.8056666667,9312.65325013158,15.4500684762835,0,DDA,57485
763,A0A2U9PTK6,8604.904,773.70290606731,8.99141821997444,0,DDA,72068
2228,A0A2U9PHM0,1657.823,48.773821603192,2.94204035070041,1,DDA,33982
170,L0IUB0,1427043,175228.787335386,12.2791525788211,0,DDA,44216
1805,A0A2U9PRJ5,4203.5928,2129.60939646495,50.6616482087643,0,DDA,31151
1536,I7G4C5,1480.64802333333,616.714387525567,41.6516537223464,0,DDA,37102
2581,A0A2U9PXS9,160.86221,7.10895459320146,4.41928193899702,1,DDA,14313
2017,I7FWM6,1097.7268,286.19065224799,26.0712093617456,0,DDA,6452
1094,A0A2U9PHD7,2932.5367,2370.38171598873,80.8304194791059,0,DDA,9782
69,A0R3M4,363483.986666667,64903.5010237024,17.8559450772235,0,DDA,17720
2808,A0A653FCF7,147598.42,NA,NA,2,DDA,46624
341,A0R2V8,37036.5366666667,7639.2670453369,20.6262996837184,0,DDA,44551
461,L0IY48,5077.6129,2086.29117465645,41.0880312411457,0,DDA,26439
217,A0R3L4,106092.280333333,7047.42726082081,6.64273332487375,0,DDA,46490
1588,A0A8B4QIG3,23341.98,429.948814204669,1.84195519919334,0,DDA,44799
562,A0QUM5,78514.0866666667,2923.64197169101,3.72371646390462,0,DDA,16747
2606,A0A2U9PWS5,3223.6763,NA,NA,2,DDA,31352
2154,A0R2C7,549.73901,87.6001449094081,15.9348606003798,0,DDA,36058
5,A0A1B0Z539,435.37845,175.974765496093,40.4188047194557,1,DDA,32632
2654,A0A2U9PKV2,528.2538,191.526942752188,36.2566142926351,1,DDA,35104
1008,I7GFT1,9412.11393333333,3222.67258163728,34.2396257043178,0,DDA,52719
25,A0QWY0,589967.116666667,44460.9843543846,7.53618008501738,0,DDA,69690
2241,A0A653FPL5,NA,NA,NA,3,DDA,43668
458,A0A2U9PND1,35689.0843333333,6730.18241296002,18.8578175615284,0,DDA,14916
1440,I7FSK9,1742.73341,1243.44651211539,71.3503571447217,0,DDA,43608
1242,A0A2U9PQV6,2120.15615,1228.15559559864,57.9276010212096,1,DDA,24108
476,A0R4R3,23673.093,10363.4360851369,43.7772794840829,0,DDA,58889
878,A0QWU8,64935.7216666667,6490.64222806252,9.99548794018308,0,DDA,25693
883,L0ISP4,3274.07474333333,2488.88678760342,76.0180198290001,0,DDA,42590
259,A0A2U9PQB4,16412.568,4725.0160906816,28.7890115104571,0,DDA,38047
1252,I7FV56,967.607673333333,563.164059846075,58.2016942782211,0,DDA,38383
245,A0A8B4QGX5,47335.7283333333,2029.32910521146,4.28709808988494,0,DDA,59572
652,A0QXA6,10778.4238333333,2473.2806886859,22.9465896584715,0,DDA,30883
1759,A0A2U9PYF9,7378.6024,4872.73007951364,66.0386590218446,0,DDA,24388
910,A0R373,14502.4116666667,646.122220995636,4.4552743077948,0,DDA,26053
972,A0R114,12535.536,3102.84511346425,24.7523928251991,0,DDA,12461
996,A0A2U9PVI2,24793.0596666667,7129.24283213739,28.7549940507036,0,DDA,31382
34,A0R202,1309447.26666667,38407.9357612895,2.93314108471591,0,DDA,36977
241,A0A2U9PS29,49334.3566666667,9721.75028973864,19.7058418242378,0,DDA,18668
1509,A0QX29,2200.79566666667,561.012330507756,25.4913411092574,0,DDA,10627
2040,I7FPE0,366.40027,NA,NA,2,DDA,43838
834,A0A8B4RAH8,62954.8176666667,3376.6206436312,5.36356194614006,0,DDA,87931
26,L0IUS1,543381.436666667,32736.5319919052,6.02459520750747,0,DDA,35421
1900,A0A2U9PJZ5,357.853983333333,239.102347519256,66.8156171665519,0,DDA,32352
2530,I7G768,NA,NA,NA,3,DDA,62827
1918,A0A653FHG8,5247.8244,2940.88508923114,56.0400818524176,0,DDA,43711
2122,A0A653FH63,1366.1227,NA,NA,2,DDA,52379
2658,A0R6D4,NA,NA,NA,3,DDA,30626
2301,A0A2U9PTA6,445.33841,41.465576034781,9.31102620022849,1,DDA,27353
1961,A0A2U9PRH1,NA,NA,NA,3,DDA,32993
2619,A0R3X5,NA,NA,NA,3,DDA,82206
341,A0A2U9PWB1,30275.8096666667,7229.73890149681,23.8795889559865,0,DDA,32099
510,I7FK48,41258.141,689.948777796584,1.67227306193118,0,DDA,15465
1626,A0R5C4,1277.2079,115.327290299868,9.02964116490886,0,DDA,46895
299,A0A2U9PVX6,156905.743333333,9440.43988230597,6.01663118363395,0,DDA,39594
823,A0A2U9PLM7,32218.1303333333,2463.0093749063,7.64479300761298,0,DDA,7069
639,A0A8B4QHY9,10463.2084666667,3600.64378757553,34.4124252044326,0,DDA,12438
2057,A0A2U9PXK5,2911.51885,1538.9352484698,52.8567846459177,1,DDA,17583
182,I7FQ45,126800.581666667,1884.74305014194,1.48638359964038,0,DDA,17009
2116,I7F607,1926.5988,NA,NA,2,DDA,28614
1850,I7FFN3,2879.95953333333,348.7506673487,12.1095683224773,0,DDA,19491
1857,A0A653FFQ9,757.017525,700.746461755792,92.5667423294846,1,DDA,31064
2169,I7FAB1,865.019153333333,171.915488283582,19.8741828572361,0,DDA,10948
2496,A0R1Y6,4069.0979,606.645433777606,14.9085976471003,1,DDA,24630
359,A0A2U9PSH0,49053.4963333333,7964.91986096259,16.2372113229984,0,DDA,15428
2748,L0ISQ8,5019.1579,551.233351786056,10.9825863774092,0,DDA,15959
1510,A0R4Q8,5714.5793,2181.68764143508,38.1775722568953,0,DDA,28398
118,A0A2U9PQG3,293599.206666667,5880.11653684969,2.00276989969036,0,DDA,42132
2175,A0A2U9PHX9,13208.043,NA,NA,2,DDA,32566
229,A0A2U9PTS0,80364.3066666667,20344.3154234453,25.3151134717419,0,DDA,29303
18,E5DMV1,274510.15,25252.5958664788,9.19914832529098,0,DDA,15224
2035,A0A2U9PZI0,355.609405,122.579753590474,34.4703351112082,1,DDA,33931
2387,A0QWJ0,160.3581,NA,NA,2,DDA,17192
1016,A0QT41,12155.607,1439.41514672766,11.8415735777543,0,DDA,28773
2777,I7GEZ9,127.9764465,91.5947424394919,71.5715625370891,1,DDA,36378
791,A0A2U9PQF5,7269.02033333333,3271.34742464651,45.0039657977731,0,DDA,15523
2133,A0A653FHZ0,381.83453,27.2544267892062,7.13775854404948,1,DDA,61432
1634,L0ISW0,NA,NA,NA,3,DDA,27650
1656,I7G9U1,5150.21483333333,601.235822411176,11.6739950054092,0,DDA,13263
1516,A0A2U9PMB5,NA,NA,NA,3,DDA,37373
2120,I7G4R1,2217.94976666667,823.94784417695,37.1490759872011,0,DDA,31494
2279,A0A2U9PNC7,NA,NA,NA,3,DDA,32914
2709,I7G6Y8,89.46884,NA,NA,2,DDA,49940
649,O85501,253728.193333333,3032.2415434845,1.19507473869919,0,DDA,33832
896,A0A2U9PPF9,47231.161,3626.29059344022,7.67775027473963,0,DDA,34560
1346,A0A8B4R687,2526.37173333333,325.689252877054,12.8915807828223,0,DDA,55175
337,I7G0H6,70375.9333333333,5678.69523271265,8.06908692182552,0,DDA,41251
619,A0R3H0,7224.17476666667,1426.91658978003,19.7519666379614,0,DDA,52519
67,A0A2U9PX37,253530.683333333,8799.61351300347,3.47082782932196,0,DDA,14104
116,A0A2U9PP86,62348.6586666667,6038.16503417266,9.68451473263343,0,DDA,42847
2056,A0R6A8,3025.3678,16.2767495747768,0.538008951334009,1,DDA,38682
1449,A0A2U9PME5,8857.24686666667,2665.11339862113,30.0896366415055,0,DDA,24877
2066,A0QVH0,2380.0465,727.556804647754,30.5690163888711,0,DDA,21568
1653,A0A8B4R1U2,13744.1672333333,10327.6588939799,75.1421218808549,0,DDA,38629
12,A0A0A1EIU4,137073.65,13077.7280511295,9.54065792450228,0,DDA,28615
2654,I7F895,528.2538,191.526942752188,36.2566142926351,1,DDA,29893
172,I7G6M8,218578.016666667,16281.2725985542,7.44872373116246,0,DDA,28355
1296,I7GC18,12789.6321666667,4097.76356128762,32.0397295863405,0,DDA,54740
1826,A0R4Z9,193.33594,NA,NA,2,DDA,26479
1806,L0IUV3,3778.16153333333,3187.1427693812,84.3569747154061,0,DDA,29036
2153,A0A8B4RB04,2220.95486666667,319.460897820458,14.3839437088572,0,DDA,49414
1135,L0IXQ0,1712.4186,NA,NA,2,DDA,22469
1818,P41401,4552.75815,469.723751542377,10.3173446966951,1,DDA,21346
1382,A0A653FC88,22194.769,7460.08836917848,33.6119216612639,0,DDA,33412
2332,A0A2U9PPE1,737.415833333333,185.976384855291,25.2200151459488,0,DDA,64951
2494,I7GFJ5,3548.8457,NA,NA,2,DDA,31302
1713,A0A8B4R575,923.573113333333,120.685566761923,13.0672455726161,0,DDA,46926
2227,I7G1Q9,4343.97585,650.409757389482,14.9726835472504,1,DDA,32609
917,I7FHJ6,19614.206,3866.45439411976,19.7125205788078,0,DDA,33063
935,A0A8B4R773,13962.8613333333,713.729427588868,5.11162727001372,0,DDA,31470
2107,A0A8B4R5A4,1848.19543333333,114.941235921071,6.2191061533881,0,DDA,48203
1645,A0A8B4R6F9,1336.03532,635.905415172536,47.5964524031098,0,DDA,26217
2376,A0R4C5,1056.7037,NA,NA,2,DDA,37521
2681,A0A2U9PXI5,1819.1434,94.5232116583541,5.19602861755451,0,DDA,16286
2226,A0A653FKS9,162.97513,NA,NA,2,DDA,23069
2167,A0R5Z3,NA,NA,NA,3,DDA,34434
1618,A0A653FHD0,1474.9229,NA,NA,2,DDA,21311
2611,I7G6D1,1031.37167,463.842821311975,44.9733917271525,0,DDA,65462
199,A0A8B4QZY3,277281.483333333,23068.3798991961,8.31948084736133,0,DDA,16148
885,L0J6M1,5220.18506666667,1601.801612878,30.684766774003,0,DDA,44633
1690,A0A653F831,4377.58543333333,894.158562644128,20.4258392271574,0,DDA,25575
1100,I7G7I4,11135.4743333333,1620.12282428504,14.5492035254871,0,DDA,27624
755,A0A2U9PNC8,14723.4073333333,3528.34932507913,23.9642172847521,0,DDA,29949
1412,A0A8B4R9E9,4888.21646666667,1600.92749829126,32.7507488510008,0,DDA,67967
232,I7GGN8,1681.5943,301.642560466026,17.9378914679971,1,DDA,48105
1262,I7FRV6,5000.65953333333,838.95205291593,16.776828082849,0,DDA,36810
623,A0A653FIJ0,15523.2096666667,2640.52156822745,17.010152055715,0,DDA,37498
2574,A0A8B4R2T8,NA,NA,NA,3,DDA,60268
2493,A0A2U9PN58,422.54378,167.587390126778,39.6615446869855,1,DDA,23557
970,A0A2U9PWB0,9758.5804,5370.08756799834,55.0293930867069,0,DDA,27377
2715,I7F7G6,NA,NA,NA,3,DDA,23700
998,A0A8B4QGR3,21297.8696666667,1239.81168076056,5.82129433678052,0,DDA,35503
2239,A0QP03,455.465415,125.356717483685,27.5227741460205,1,DDA,28904
711,A0R2W6,46518.7456666667,3195.59277774943,6.86947322407976,0,DDA,49247
2464,A0A653FDD5,251.52492,NA,NA,2,DDA,104366
1370,A0A653FAW7,NA,NA,NA,3,DDA,25403
1504,A0A2U9PL53,1407.56765,1486.49028920078,105.607022809936,0,DDA,10222
226,L0J2G6,37113.3844,31547.1345488068,85.0020418747011,0,DDA,42692
1410,A0A8B4QHH1,6011.4495,6892.0987641736,114.649532765327,0,DDA,21155
972,I7FHT4,12535.536,3102.84511346425,24.7523928251991,0,DDA,38436
689,A0A2U9PZU0,7094.70783333333,4635.02425703537,65.3307277187436,0,DDA,21362
2417,A0A8B4QFZ6,2531.88343333333,964.902137069995,38.110053739704,0,DDA,18299
806,A0A2U9PL46,8662.3329,1184.52856487614,13.6744752083603,0,DDA,68201
2192,A0A8B4R895,3363.67943333333,260.496281487017,7.74438488119753,0,DDA,94098
289,I7FA22,53610.8363333333,1985.29767567293,3.70316490369418,0,DDA,45006
1658,A0A8B4QM94,8151.38166666667,4719.24541450605,57.8950367862713,0,DDA,60686
2239,A0QY11,455.465415,125.356717483685,27.5227741460205,1,DDA,22906
2206,A0A2U9PTN5,836.484,NA,NA,2,DDA,37432
547,I7GGK1,5175.92473333333,1749.86250953122,33.8077271151564,0,DDA,43612
1794,A0A2U9PYV8,6479.66103333333,279.207222814746,4.30897883976368,0,DDA,23342
675,A0QSK7,48587.0896666667,4469.6195082647,9.19919167607829,0,DDA,29586
925,I7G4H8,18337.6886666667,3490.3721288631,19.0338716743933,0,DDA,47582
1457,I7FDS5,952.071666666667,638.712530230873,67.0866020482568,0,DDA,48522
61,L0IVW3,11984.0336666667,149.013515408279,1.24343371817085,0,DDA,22094
1286,L0IRC7,2206.2765,194.586135253363,8.81966223423777,0,DDA,18262
1864,A0A2U9PR19,3018.25686666667,615.74922146059,20.4008223508365,0,DDA,13997
344,A0A8B4R8H4,306930.4,78995.5664937318,25.7372897874345,0,DDA,32764
287,A0R2P1,122203.366666667,13501.5223979718,11.0484046113065,0,DDA,12021
889,A0QP86,1124.57233333333,614.893458682733,54.677982060979,0,DDA,21082
2363,A0A2U9PMV0,1477.85942,724.410504366048,49.0175516400639,1,DDA,11134
1788,A0A653FKZ8,619.186793333333,196.768761721292,31.7785785872476,0,DDA,13252
128,I7GCM1,325207.576666667,10494.2733251728,3.2269461347542,0,DDA,13114
2744,A0A8B4R5Y1,NA,NA,NA,3,DDA,26146
57,I7FI17,366972.18,23210.4821301153,6.32486150043179,0,DDA,40602
1687,A0A2U9PTQ1,536.904625,332.98467963339,62.0193353025018,1,DDA,19473
1688,A0A2U9PIY5,9348.3962,4396.60858459276,47.0306188412592,0,DDA,30697
164,L0IRM6,64286.7733333333,157.942359844766,0.245684067896548,0,DDA,22014
2387,I7GA14,160.3581,NA,NA,2,DDA,15410
2060,A0QV76,1706.7223,320.382021538319,18.7717721587348,1,DDA,42476
95,I7G8I0,700529.653333333,79055.5931830666,11.2851173118648,0,DDA,17195
2465,A0A2U9PNN9,NA,NA,NA,3,DDA,45356
1087,A0A653FIV0,1938.59466666667,1571.28164187833,81.0526134676766,0,DDA,36176
2145,I7GG98,370.92297,NA,NA,2,DDA,40646
1853,I7FVQ2,4810.859,3380.17335523761,70.2613266204145,0,DDA,35990
995,A0A2U9PJW2,2564.14856666667,1121.28922643987,43.7294952802801,0,DDA,27972
1732,A0A8B4QPB2,4066.2506,167.341250122108,4.11536982305291,0,DDA,27851
667,A0A2U9PSH1,16127.1036666667,2545.00329487043,15.7809073933761,0,DDA,16959
2111,A0A2U9Q136,1171.07976666667,98.0168816024226,8.36978696006469,0,DDA,55113
2664,A0QXF9,1298.5748,NA,NA,2,DDA,52361
729,I7FX52,6591.299,1380.40763815947,20.9428769376032,0,DDA,26301
1418,I7FL10,40614.4586666667,5023.11411387969,12.3677977714924,0,DDA,20985
739,A0A2U9PTX1,9507.35066666667,686.896112782955,7.22489510344089,0,DDA,36762
635,A0QXP3,7866.9204,1621.13491010466,20.606982499844,0,DDA,25107
1580,A0A8B4R5V6,37952.121,708.009023970035,1.86553216345941,0,DDA,17086
2130,A0A8B4R3T1,303.2971425,337.522936916986,111.284575296316,1,DDA,35242
1493,A0A2U9PRT5,3363.89606666667,575.214745702171,17.0996586785798,0,DDA,78754
2339,I7G8L9,207.04944,NA,NA,2,DDA,15103
1051,A0A8B4QNT0,69790.1533333333,1850.45944093172,2.65146206527662,0,DDA,47170
147,L0J1I0,229960.383333333,7457.07851417252,3.24276660443868,0,DDA,23194
2682,I7G635,NA,NA,NA,3,DDA,22682
1937,A0R7H8,9656.752,1017.50105319061,10.5366799643463,0,DDA,39047
2248,A0A653FF60,110.471085,NA,NA,2,DDA,33714
793,A0A653FBM4,27611.193,4163.109174558,15.0776142651931,0,DDA,25529
2716,I7G2T3,2243.792,NA,NA,2,DDA,46702
255,L0IUW2,NA,NA,NA,3,DDA,32948
836,A0QXX3,4179.50956666667,659.851493576125,15.7877732554728,0,DDA,54990
1280,A0A653F9T8,3421.0949,668.826896050936,19.5500831050006,0,DDA,25239
1489,I7FMF7,2356.8806,600.45861699481,25.4768365013828,0,DDA,26406
2541,A0QWP4,NA,NA,NA,3,DDA,18177
2036,A0A2U9PKC3,1517.4267,913.321861475674,60.1888619381532,0,DDA,30183
817,A0A2U9PXI0,11426.4695333333,4519.68302672754,39.5545011829131,0,DDA,49993
734,A0QV09,111801.87,14632.3289271531,13.0877318305616,0,DDA,49944
2750,A0A8B4QH07,NA,NA,NA,3,DDA,32609
969,A0A2U9PTQ3,4713.2717,1000.19662127933,21.2208564441412,0,DDA,23852
1020,I7FPB2,14106.6783333333,1531.11058910594,10.8537995474669,0,DDA,26341
2865,I7G400,1054.0319,NA,NA,2,DDA,49366
979,A0A2U9PHK2,8462.022,2811.27183071221,33.2222231366476,0,DDA,23512
2390,A0A653FGU1,NA,NA,NA,3,DDA,20731
1511,L0IYU4,1646.6328,NA,NA,2,DDA,14384
357,L0J0H8,71717.85,5414.75435778023,7.55007903580521,0,DDA,23796
483,I7G1G4,75180.0333333333,4402.54474877126,5.85600265598613,0,DDA,17323
1755,A0QZX2,11147.562,1256.06453123556,11.2676164639009,0,DDA,69694
579,A0A8B4R6H9,27046.8966666667,17295.4381941034,63.946109630458,0,DDA,60650
1216,A0A8B4R4G2,11116.4573333333,2308.73903565048,20.7686582732396,0,DDA,22806
2740,A0A8B4QM70,NA,NA,NA,3,DDA,17203
1612,L0INH3,NA,NA,NA,3,DDA,38096
2207,A0R2H6,512.111733333333,424.057764884088,82.8057115824895,0,DDA,30640
939,A0A8B4QL99,42001.5823333333,4636.03289303865,11.0377577117122,0,DDA,27431
2095,A0A2U9PJX3,1256.67803333333,99.8405335889354,7.94479818542771,0,DDA,61299
1879,L0IP03,NA,NA,NA,3,DDA,70145
881,L0J0Y7,90358.6566666667,4708.35173946609,5.21073676076794,0,DDA,30574
463,L0IUF5,10365.811,1226.00601051096,11.8274007746327,0,DDA,46926
577,I7F9C2,79873.4633333333,4473.33926876034,5.60053249486866,0,DDA,51699
710,L0J244,761.083366666667,176.936504832845,23.247979470078,0,DDA,32820
358,L0J4C6,5128.81993333333,2771.5811952623,54.039354691499,0,DDA,35859
1430,L0IWN4,NA,NA,NA,3,DDA,46614
363,A0A8B4QEZ4,21421.1353333333,2595.73927745167,12.1176550031522,0,DDA,65131
277,A0A2U9PU03,92339.058,5547.49519876601,6.00774506359596,0,DDA,46411
1710,A0A2U9PW11,373.414515,226.09454364407,60.5478722872008,1,DDA,33668
165,A0A2U9PS31,65958.4386666667,15306.5343828309,23.2063321877362,0,DDA,11034
2656,L0IQU7,330.02823,94.21421456065,28.5473198946193,1,DDA,52206
1187,A0A2U9PZQ2,7010.40786666667,704.960037257044,10.0559061707239,0,DDA,45415
2754,A0A2U9PNE6,NA,NA,NA,3,DDA,8112
989,A0A653FGQ2,10711.3578,7591.34263006273,70.871898519371,0,DDA,30848
707,A0A2U9PSC9,11019.7556666667,1299.62770672694,11.7936163562877,0,DDA,80249
1553,A0A2U9PYY6,1128.85205,264.635914940594,23.442922829488,1,DDA,58215
1737,A0A8B4R786,91930.8446666667,10868.4272985002,11.8223946901698,0,DDA,86139
1008,L0J4C5,4051.27773333333,1799.04329881286,44.4068123004894,0,DDA,29670
2797,A0A653FDI5,1401.70695,107.508020036856,7.66979289336161,1,DDA,99926
1512,A0A653FHP5,990.901923333333,555.33218043996,56.0431024870612,0,DDA,30949
1804,A0R0B1,1144.26796666667,125.971339244303,11.0089020154315,0,DDA,131114
760,L0IZ28,3685.64436666667,86.4516421406981,2.34563168716372,0,DDA,13458
1905,I7FVG4,2130.3572,318.05980722567,14.9298815816272,0,DDA,21138
1985,A0A2U9PWC9,3923.56048333333,3215.97093036932,81.9656264770293,0,DDA,7211
2683,A0A8B4QNG3,706.76618,133.188823110938,18.8448212265814,1,DDA,8813
906,I7FBU5,35523.9816666667,3273.36991336945,9.2145355328819,0,DDA,74170
802,A0A653FAA5,29842.834,14179.2185559715,47.512975999436,0,DDA,20978
309,L0IYL4,6622.51193333333,3285.08730239031,49.6048528935879,0,DDA,7570
1474,A0A2U9PZJ7,281.069,215.175775495582,76.5562105730556,1,DDA,10830
476,A0A2U9PYD3,23673.093,10363.4360851369,43.7772794840829,0,DDA,27539
917,A0A8B4R411,19614.206,3866.45439411976,19.7125205788078,0,DDA,19903
1546,A0A2U9PVZ6,2241.08913333333,1129.70064235107,50.4085547311894,0,DDA,19381
1145,A0A2U9PJ98,998.530313333333,540.388620604728,54.1183991501251,0,DDA,21984
269,A0A2U9PUM9,15977.121,2027.82988376762,12.6920856627901,0,DDA,34722
493,A0A2U9PPV6,97048.8413333333,53873.0102645143,55.5112348837601,0,DDA,24619
515,I7GDI0,2139.98596666667,737.72586649564,34.4733973954396,0,DDA,35908
491,I7FPF5,23732.9233333333,696.367647939889,2.93418403691478,0,DDA,28976
356,A0A2U9PTZ0,251249.28,15542.6839942527,6.1861606107897,0,DDA,36469
2757,A0QQU9,178.30492,NA,NA,2,DDA,12022
2760,A0A8B4QGK5,NA,NA,NA,3,DDA,8447
1731,A0A2U9Q0H1,1559.24823333333,890.29435335051,57.0976663188038,0,DDA,16884
1678,A0A8B4R230,10100.7882,4925.55733385518,48.7640888644232,0,DDA,39474
2207,A0A2U9PW30,512.111733333333,424.057764884088,82.8057115824895,0,DDA,35228
553,A0A2U9PZR9,53139.6283333333,4993.03382618747,9.39606463723694,0,DDA,26813
1177,A0A8B4QFE6,47602.733,7206.31595418998,15.1384500427527,0,DDA,43355
1002,I7GAV1,11953.932,990.873731829137,8.28910296485823,0,DDA,48346
2721,A0A2U9PRS9,2098.3763,169.77832603018,8.09093802814012,0,DDA,24099
531,I7G821,72222.6683333333,10573.8308070282,14.6405983758814,0,DDA,30032
2362,Q93QV0,4382.4775,NA,NA,2,DDA,28304
1639,I7G1J1,406.62122,43.4810142089257,10.69324768858,1,DDA,66616
837,L0IY21,2201.38813333333,87.7385883294422,3.98560285671154,0,DDA,34353
2659,A0R4R0,1578.5617,512.799321187158,32.485225074646,0,DDA,41433
2726,I7FWE0,742.6915,NA,NA,2,DDA,32542
1621,A0A653FJJ4,200.289338,195.546791063118,97.632152073476,1,DDA,46260
1769,L0J196,2106.53871333333,1715.01127750833,81.4137080250731,0,DDA,37521
2228,A0QNZ1,1657.823,48.773821603192,2.94204035070041,1,DDA,34777
1783,A0A653FP85,12151.3703333333,3555.2591248842,29.2580921110724,0,DDA,43881
1450,I7FCD6,1063.39073333333,424.348629845807,39.9052405239259,0,DDA,41134
2252,A0A8B4QHG7,850.225786666667,612.203431187706,72.004806345367,0,DDA,59396
251,L0IXL7,34520.2893333333,7218.42321599159,20.9106683501096,0,DDA,32314
2326,A0A8B4R0C0,338.126676666667,340.825571701827,100.79819050711,0,DDA,37552
767,L0J564,753.08972,185.738299605453,24.6635021927339,0,DDA,20759
