"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) DDA_300Smeg_D_2","Coverage(%) DDA_300Smeg_D_1","Coverage(%) DDA_300Smeg_D_3","#Peptides","Area DDA_300Smeg_D_2","Area DDA_300Smeg_D_1","Area DDA_300Smeg_D_3","#Unique","#Spec DDA_300Smeg_D_2","#Spec DDA_300Smeg_D_1","#Spec DDA_300Smeg_D_3","PTM","Average Mass","Description"
1030,false,"A0A2U9PIV4|A0A2U9PIV4_MYCSE",205.01572,21.93,15.16,17.01,14.55,7,4699.041,8096.9854,3376.5034,7,7.0,10.0,5.0,"Oxidation (M)",52884.07,"Iron-sulfur cluster binding protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_006680 PE=4 SV=1"
2665,true,"L0J0X8|L0J0X8_9MYCO",40.563725,6.80,0.00,6.80,0.00,1,,4147.1865,,1,,2.0,,"",31100.576,"Putative hydrolase or acyltransferase of alpha/beta superfamily OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_04252 PE=4 SV=1"
330,false,"A0A2U9PLX8|A0A2U9PLX8_MYCSE",385.80896,50.70,40.85,50.70,49.77,15,86313.08,105555.72,99672.44,15,46.0,44.0,45.0,"",23824.133,"Nitroreductase family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_016610 PE=4 SV=1"
2130,true,"I7GAN5|I7GAN5_MYCS2",85.21448,4.18,1.99,1.99,4.18,2,541.9619,,64.632385,2,1.0,3.0,2.0,"",55113.41,"Carboxylic ester hydrolase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=lipT PE=3 SV=1"
2651,true,"A0A8B4R273|A0A8B4R273_MYCSM",64.833374,11.76,0.00,0.00,11.76,1,,,124.90252,1,,,1.0,"",18089.43,"Protein of uncharacterized function (DUF3145) OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_04586 PE=4 SV=1"
270,true,"A0A653FCM0|A0A653FCM0_MYCSM",492.836,70.54,69.94,70.54,70.24,20,272262.62,272269.5,268591.7,20,90.0,100.0,85.0,"Carbamidomethylation; Oxidation (M)",36981.406,"ABC transporter ATP-binding protein OS=Mycolicibacterium smegmatis OX=1772 GN=oppF_2 PE=4 SV=1"
1395,true,"A0A8B4QFY4|A0A8B4QFY4_MYCSM",200.5877,11.14,7.62,9.87,6.21,5,1440.1809,1840.2914,1362.2349,5,3.0,4.0,6.0,"",77196.74,"DNA 3'-5' helicase OS=Mycolicibacterium smegmatis OX=1772 GN=pcrA_1 PE=3 SV=1"
1729,true,"L0IXK9|L0IXK9_9MYCO",169.8029,15.32,4.84,15.32,9.14,4,,,,1,1.0,7.0,2.0,"Oxidation (M)",40476.215,"Probable dual-specificity RNA methyltransferase RlmN OS=Mycobacterium sp. JS623 OX=212767 GN=rlmN PE=3 SV=1"
2386,true,"A0QPL3|A0QPL3_MYCS2",122.20952,7.57,7.57,7.57,7.57,2,993.01746,924.5818,899.14966,2,2.0,2.0,4.0,"",33658.324,"Periplasmic binding protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0438 PE=1 SV=1"
651,true,"A0QPW1|A0QPW1_MYCS2",290.2108,64.42,64.42,61.96,60.74,11,65478.074,47420.008,52069.746,11,21.0,21.0,20.0,"Oxidation (M); Carbamidomethylation",17766.723,"Regulatory protein, MarR OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0538 PE=4 SV=1"
1673,true,"A0QWJ1|A0QWJ1_MYCS2",273.66898,49.53,49.53,0.00,48.60,4,16837.447,,20565.848,4,14.0,,17.0,"Oxidation (M)",11900.493,"Preprotein translocase, YajC subunit OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=yajC PE=3 SV=1"
1074,true,"I7GD68|I7GD68_MYCS2",292.48175,57.89,57.89,43.16,43.16,7,27576.088,34116.758,27119.746,7,21.0,20.0,17.0,"Carbamidomethylation",20835.5,"Corrinoid adenosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4806 PE=3 SV=1"
1587,true,"A0A2U9PQ42|A0A2U9PQ42_MYCSE",176.65392,26.42,19.17,21.76,26.42,4,10515.74,9300.914,12226.37,4,7.0,7.0,9.0,"Oxidation (M)",20724.785,"Pyridoxal 5'-phosphate synthase subunit PdxT OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=pdxT PE=3 SV=1"
545,false,"L0J0M6|L0J0M6_9MYCO",162.93692,12.19,8.12,12.19,6.25,4,6524.277,5622.908,453.52582,4,6.0,10.0,5.0,"",34560.09,"Cysteine synthase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_04617 PE=3 SV=1"
1115,false,"A0A2U9PPB3|A0A2U9PPB3_MYCSE",236.1711,23.50,23.50,23.50,18.43,6,3737.2427,5959.284,6598.6055,6,9.0,11.0,7.0,"Oxidation (M); Carbamidomethylation",23540.41,"Iron repressor protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_026310 PE=3 SV=1"
495,true,"A0A8B4QGL2|A0A8B4QGL2_MYCSM",386.0211,68.94,63.64,63.64,63.64,13,251270.7,293135.3,277985.47,13,62.0,64.0,57.0,"Oxidation (M)",14470.63,"30S ribosomal protein S8 OS=Mycolicibacterium smegmatis OX=1772 GN=rpsH PE=3 SV=1"
2185,true,"A0QUZ2|MUTT1_MYCS2",113.25385,9.01,0.00,9.01,0.00,2,,611.56476,,2,,4.0,,"",35922.742,"8-oxo-(d)GTP phosphatase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mutT1 PE=1 SV=1"
2119,false,"I7FFX2|I7FFX2_MYCS2",108.69131,5.71,5.71,5.71,5.71,1,522.62006,,,1,2.0,1.0,2.0,"Oxidation (M)",33727.387,"3-oxoacyl-(Acyl-carrier protein) synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_3862 PE=4 SV=1"
1701,true,"A0A8B4R8U8|A0A8B4R8U8_MYCSM",211.16032,22.52,22.52,13.51,18.47,4,3074.8574,3071.5718,3166.1233,4,9.0,4.0,6.0,"",24411.984,"Trk system potassium uptake protein TrkA OS=Mycolicibacterium smegmatis OX=1772 GN=trkA_2 PE=4 SV=1"
2123,true,"I7G1Z3|I7G1Z3_MYCS2",77.78892,8.41,3.98,4.42,3.98,2,,,,2,1.0,1.0,1.0,"",25119.416,"GntR family transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_0520 PE=4 SV=1"
565,true,"I7FPF9|I7FPF9_MYCS2",354.87662,41.13,36.95,34.98,29.80,13,55802.97,56384.95,55103.273,10,21.0,23.0,15.0,"Carbamidomethylation; Oxidation (M)",43918.562,"MurNAc-LAA domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6744 PE=4 SV=1"
2842,true,"A0A2U9PK53|A0A2U9PK53_MYCSE",108.47184,13.38,13.38,13.38,0.00,1,1803.1836,1000.8744,,1,3.0,1.0,,"Carbamidomethylation",15976.921,"Secreted protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_011320 PE=4 SV=1"
1878,true,"I7G0X9|I7G0X9_MYCS2",176.10068,25.17,25.17,18.88,25.17,3,2219.142,945.52124,2564.4956,3,6.0,5.0,6.0,"Oxidation (M)",15950.008,"Glyoxalase/bleomycin resistance protein/dioxygenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2868 PE=4 SV=1"
43,true,"A0R2Y1|A0R2Y1_MYCS2",585.7494,89.88,88.15,89.88,89.88,32,766563.1,733527.06,793191.25,27,209.0,228.0,244.0,"Oxidation (M); Carbamidomethylation",42591.207,"Beta-ketoadipyl CoA thiolase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5273 PE=3 SV=1"
674,false,"A0A2U9PL89|A0A2U9PL89_MYCSE",362.58942,42.71,42.37,37.29,42.37,10,10811.066,14515.274,14042.632,10,19.0,13.0,16.0,"Oxidation (M); Carbamidomethylation",32254.393,"Amidinotransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_014300 PE=4 SV=1"
1968,true,"A0A2U9PNI0|A0A2U9PNI0_MYCSE",87.82194,6.95,3.16,5.05,3.79,3,,120.33125,,3,1.0,3.0,2.0,"Oxidation (M)",50800.277,"GntR-family protein transcriptional regulator OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_023000 PE=3 SV=1"
303,false,"A0A2U9PU27|A0A2U9PU27_MYCSE",284.07028,24.53,10.85,20.44,17.30,16,4944.831,7550.27,4621.802,16,10.0,14.0,11.0,"Oxidation (M)",69781.78,"DNA primase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=dnaG PE=3 SV=1"
2830,true,"A0A653FPS2|A0A653FPS2_MYCSM",147.2219,14.39,14.39,14.39,14.39,1,5069.222,4182.9175,5292.167,1,2.0,3.0,4.0,"",15300.239,"Glyoxalase-like domain protein OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_05703 PE=4 SV=1"
448,true,"A0A2U9PUV0|A0A2U9PUV0_MYCSE",449.77606,61.93,61.47,55.96,61.93,14,76630.57,63103.59,103814.48,8,42.0,37.0,42.0,"Carbamidomethylation; Oxidation (M)",24066.459,"ATP-dependent Clp protease proteolytic subunit OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=clpP PE=3 SV=1"
1428,true,"A0A653FDK3|A0A653FDK3_MYCSM",178.6219,22.31,13.85,13.85,22.31,5,52065.0,4017.9458,4307.8086,5,7.0,5.0,10.0,"Oxidation (M)",29108.719,"Exodeoxyribonuclease III OS=Mycolicibacterium smegmatis OX=1772 GN=xthA PE=3 SV=1"
2384,true,"A0QYQ3|A0QYQ3_MYCS2",86.59733,17.33,0.00,0.00,17.33,2,,,388.18948,2,,,3.0,"Oxidation (M)",32883.996,"Segregation and condensation protein A OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=scpA PE=4 SV=1"
1195,false,"L0J0T2|L0J0T2_9MYCO",28.789785,3.11,0.00,3.11,0.00,1,,139.22905,,1,,1.0,,"Oxidation (M)",23525.494,"Haloacid dehalogenase superfamily enzyme, subfamily IA OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_03962 PE=4 SV=1"
2077,true,"L0IZ16|L0IZ16_9MYCO",230.24084,10.65,7.33,10.65,10.65,3,,,,1,3.0,4.0,6.0,"Oxidation (M)",60433.707,"Urease subunit alpha OS=Mycobacterium sp. JS623 OX=212767 GN=ureC PE=3 SV=1"
1695,true,"I7FRB3|I7FRB3_MYCS2",214.86995,21.51,21.51,7.53,20.97,4,12807.222,9518.341,13089.534,4,8.0,6.0,4.0,"",19495.01,"Lipoprotein LprC OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4879 PE=4 SV=1"
2656,true,"A0A8B4QFA5|A0A8B4QFA5_MYCSM",32.6142,2.91,2.91,0.00,2.91,1,263.40872,,396.64774,1,1.0,,1.0,"",58047.16,"60 kDa chaperonin OS=Mycolicibacterium smegmatis OX=1772 GN=groL PE=3 SV=1"
510,true,"A0A2U9PPJ9|A0A2U9PPJ9_MYCSE",393.47644,52.38,52.38,49.82,49.08,14,41061.0,40688.22,42025.203,14,25.0,23.0,29.0,"Carbamidomethylation",29036.314,"Glutamate binding protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_027040 PE=3 SV=1"
1705,true,"A0A653FE04|A0A653FE04_MYCSM",220.2326,46.84,34.18,46.84,34.18,4,39941.47,39281.586,43679.984,4,8.0,9.0,9.0,"Oxidation (M)",8573.689,"Phosphoribosylformylglycinamidine synthase subunit PurS OS=Mycolicibacterium smegmatis OX=1772 GN=purS PE=3 SV=1"
2282,true,"A0R1H6|ACPS_MYCS2",155.56671,17.69,17.69,17.69,17.69,2,14855.327,13025.672,13320.281,2,9.0,9.0,9.0,"Oxidation (M)",14165.033,"Holo-[acyl-carrier-protein] synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=acpS PE=1 SV=1"
1324,true,"A0A2U9PTK2|A0A2U9PTK2_MYCSE",213.81918,35.50,35.50,22.14,16.79,6,6640.204,3729.311,5364.8506,6,9.0,6.0,6.0,"Carbamidomethylation; Oxidation (M)",28065.092,"Phosphoglycolate phosphatase, chromosomal OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_040970 PE=4 SV=1"
423,false,"A0A653FNR1|A0A653FNR1_MYCSM",426.25098,68.01,60.94,68.01,68.01,13,93889.66,97324.914,105871.516,13,54.0,49.0,49.0,"Oxidation (M); Carbamidomethylation",31672.35,"UDP-glucose 4-epimerase OS=Mycolicibacterium smegmatis OX=1772 GN=strE_2 PE=4 SV=1"
1273,true,"A0A2U9PNV2|A0A2U9PNV2_MYCSE",244.0916,35.17,29.66,35.17,22.88,6,4265.0996,609.2572,3313.9883,6,10.0,7.0,5.0,"",25143.809,"Dienelactone hydrolase family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_024170 PE=4 SV=1"
1735,true,"A0R1W8|RNPH_MYCS2",294.89758,25.10,25.10,25.10,25.10,4,27160.523,27999.062,28222.19,4,14.0,22.0,21.0,"Oxidation (M); Carbamidomethylation",27383.94,"Ribonuclease PH OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rph PE=1 SV=1"
982,false,"L0IVF1|L0IVF1_9MYCO",40.39209,1.25,0.00,0.00,1.25,1,,,,1,,,1.0,"",94977.11,"DUF403 domain-containing protein OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_02772 PE=4 SV=1"
2570,true,"A0A2U9PUU1|A0A2U9PUU1_MYCSE",113.58207,6.42,6.42,6.42,6.42,1,650.38043,473.40005,274.1153,1,1.0,1.0,1.0,"",23453.572,"Uncharacterized protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_045860 PE=4 SV=1"
328,true,"A0R5H6|A0R5H6_MYCS2",305.9011,53.46,34.57,33.51,49.20,16,45705.824,42592.047,52811.52,16,27.0,24.0,35.0,"Oxidation (M); Carbamidomethylation",40339.254,"Ion-transporting ATPase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_6195 PE=4 SV=1"
1179,false,"L0J138|L0J138_9MYCO",94.98152,3.71,3.71,0.00,3.71,1,245.50983,,,1,1.0,,1.0,"",40862.656,"Family 3 adenylate cyclase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_04810 PE=3 SV=1"
1640,true,"A0QY08|A0QY08_MYCS2",146.7032,13.02,5.73,7.29,10.16,4,1052.6494,2058.4402,2053.4714,4,2.0,6.0,3.0,"",39718.05,"Phosphodiesterase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3492 PE=4 SV=1"
1335,true,"A0A653FIU6|A0A653FIU6_MYCSM",234.1994,24.26,13.12,17.33,14.36,6,,13380.529,15044.43,6,3.0,8.0,5.0,"Oxidation (M); Carbamidomethylation",43907.594,"Glucose-1-phosphate adenylyltransferase OS=Mycolicibacterium smegmatis OX=1772 GN=glgC PE=3 SV=1"
1258,false,"A0A8B4R850|A0A8B4R850_MYCSM",201.0642,11.41,11.41,11.41,11.41,3,7247.133,7305.465,8301.434,3,6.0,4.0,3.0,"Oxidation (M)",35358.66,"proton-translocating NAD(P)(+) transhydrogenase OS=Mycolicibacterium smegmatis OX=1772 GN=pntB_4 PE=4 SV=1"
1099,true,"A0A8B4QH11|A0A8B4QH11_MYCSM",253.01216,23.89,19.67,20.14,19.67,7,6057.8716,7783.1665,34635.46,7,10.0,9.0,10.0,"Oxidation (M); Carbamidomethylation",45124.668,"Glyoxalase/bleomycin resistance protein/dioxygenase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_00730 PE=4 SV=1"
2814,true,"A0A2U9PJV6|A0A2U9PJV6_MYCSE",28.929325,3.81,0.00,3.81,0.00,1,,24825.943,,1,,1.0,,"",32913.492,"Cyclopropane-fatty-acyl-phospholipid synthase 1 OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_009650 PE=3 SV=1"
584,true,"A0A8B4QLZ7|A0A8B4QLZ7_MYCSM",302.19553,14.19,14.19,13.27,12.90,13,15299.791,14496.782,8446.879,13,22.0,18.0,26.0,"Carbamidomethylation; Oxidation (M)",116494.164,"Integral membrane indolylacetylinositol arabinosyltransferase EmbC OS=Mycolicibacterium smegmatis OX=1772 GN=embC PE=3 SV=1"
1088,true,"A0A8B4QJR1|A0A8B4QJR1_MYCSM",235.11298,24.81,20.67,12.40,17.31,7,5210.326,1237.4668,4831.9434,7,7.0,6.0,7.0,"Oxidation (M)",39155.258,"Glycosyl hydrolase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_01712 PE=4 SV=1"
1369,true,"A0R5B0|A0R5B0_MYCS2",272.66788,49.58,49.58,49.58,49.58,6,27799.959,27695.617,49553.39,6,15.0,17.0,19.0,"Oxidation (M); Carbamidomethylation",12028.813,"Anti-sigma factor antagonist OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_6127 PE=3 SV=1"
2505,true,"A0A2U9PWF1|A0A2U9PWF1_MYCSE",121.35309,6.75,0.00,6.75,0.00,1,,143.88766,,1,,2.0,,"",27398.807,"Hydrolase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_051040 PE=4 SV=1"
1420,true,"A0R0S1|A0R0S1_MYCS2",183.10387,35.29,27.21,26.47,26.47,5,11037.606,600.04333,430.6174,5,6.0,5.0,5.0,"Oxidation (M)",14838.38,"Ferric uptake regulation protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4487 PE=3 SV=1"
140,true,"A0A8B4R626|A0A8B4R626_MYCSM",459.75983,33.53,28.00,28.73,32.57,28,47615.527,50956.473,65847.62,28,40.0,42.0,45.0,"Carbamidomethylation",88650.67,"Phenylalanine--tRNA ligase beta subunit OS=Mycolicibacterium smegmatis OX=1772 GN=pheT PE=3 SV=1"
1298,true,"I7G5K3|I7G5K3_MYCS2",218.42099,43.61,43.61,43.61,43.61,4,9253.68,24589.4,10850.363,4,22.0,23.0,19.0,"Carbamidomethylation; Oxidation (M)",14757.419,"Ribosomal silencing factor RsfS OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rsfS PE=3 SV=1"
2620,true,"A0QWP3|A0QWP3_MYCS2",50.642403,7.69,0.00,0.00,7.69,1,,,1525.3527,1,,,2.0,"",17461.0,"Putative transcriptional regulator family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3013 PE=4 SV=1"
1796,true,"A0A2U9PZV6|A0A2U9PZV6_MYCSE",267.63614,27.07,12.78,27.07,19.92,4,1380.8956,2668.606,1393.2844,4,4.0,5.0,8.0,"Oxidation (M)",27650.791,"Pyridoxamine 5'-phosphate oxidase family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_063990 PE=4 SV=1"
301,true,"A0A653FCS8|A0A653FCS8_MYCSM",486.7889,64.11,64.11,64.11,55.89,19,204336.64,201267.08,209867.53,19,73.0,62.0,70.0,"Carbamidomethylation; Oxidation (M)",38776.875,"Aminomethyltransferase OS=Mycolicibacterium smegmatis OX=1772 GN=gcvT PE=3 SV=1"
712,false,"A0A8B4RAK9|A0A8B4RAK9_MYCSM",275.02448,27.01,24.16,24.66,22.15,10,10264.429,10715.121,9785.973,10,17.0,17.0,19.0,"Oxidation (M)",63366.59,"non-specific serine/threonine protein kinase OS=Mycolicibacterium smegmatis OX=1772 GN=pknF_6 PE=4 SV=1"
1969,false,"L0IXP7|L0IXP7_9MYCO",109.042366,5.68,5.68,5.68,5.68,1,19973.902,28318.56,20427.293,1,9.0,9.0,8.0,"",18555.695,"Phospholipid-binding protein, PBP family OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_03819 PE=3 SV=1"
2244,true,"I7G5K2|I7G5K2_MYCS2",91.10414,6.47,2.96,6.47,2.96,2,2555.214,223.3024,,2,1.0,2.0,1.0,"Oxidation (M)",41224.184,"Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_1995 PE=4 SV=1"
923,false,"A0A653FFF5|A0A653FFF5_MYCSM",261.84155,32.53,29.45,22.95,28.42,8,1906.6847,10726.981,7942.6006,8,10.0,11.0,15.0,"Carbamidomethylation; Oxidation (M)",31463.404,"Signal peptidase I OS=Mycolicibacterium smegmatis OX=1772 GN=lepB PE=3 SV=1"
1555,true,"I7GA35|I7GA35_MYCS2",291.23273,46.67,46.67,36.30,46.67,5,31660.916,30162.242,27475.967,5,13.0,15.0,14.0,"",14361.121,"Thioesterase superfamily protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_3543 PE=4 SV=1"
549,false,"L0IRR1|L0IRR1_9MYCO",415.4389,76.00,76.00,76.00,76.00,9,310641.7,373240.38,343536.12,9,77.0,88.0,83.0,"",10804.168,"Co-chaperonin GroES OS=Mycobacterium sp. JS623 OX=212767 GN=groES PE=3 SV=1"
1797,true,"A0QQI1|A0QQI1_MYCS2",206.47818,9.64,4.82,6.63,9.64,4,707.4215,1087.3824,1448.7738,4,5.0,5.0,9.0,"",68045.766,"Antibiotic transporter OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0763 PE=4 SV=1"
1442,true,"A0A2U9PTR6|A0A2U9PTR6_MYCSE",233.07457,40.69,34.48,34.48,40.69,4,21075.328,23752.004,22430.682,4,14.0,13.0,13.0,"Oxidation (M)",15628.39,"DUF3052 domain-containing protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_042350 PE=4 SV=1"
2223,true,"A0A2U9PHZ1|A0A2U9PHZ1_MYCSE",103.05443,3.12,2.04,1.08,2.04,2,,986.51416,,2,2.0,1.0,1.0,"",98787.25,"Transcriptional regulator OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_003450 PE=4 SV=1"
2267,true,"A0QUZ8|A0QUZ8_MYCS2",180.44115,18.46,18.46,18.46,10.77,2,,,109.40141,2,2.0,2.0,1.0,"",20362.148,"Conserved secreted protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2396 PE=4 SV=1"
415,false,"L0ISE6|L0ISE6_9MYCO",46.846657,1.99,1.99,1.99,1.99,1,9483.992,6027.059,7791.877,1,2.0,2.0,2.0,"",52525.684,"Aminopeptidase Y OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_00435 PE=3 SV=1"
79,false,"I7GD61|I7GD61_MYCS2",590.95105,57.24,57.24,57.01,57.01,30,535749.75,558083.1,539251.75,30,147.0,141.0,139.0,"Oxidation (M); Carbamidomethylation",46326.19,"Cytochrome bc1 complex Rieske iron-sulfur subunit OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=qcrA PE=1 SV=1"
2284,true,"A0A2U9PTT8|A0A2U9PTT8_MYCSE",160.31194,18.44,18.44,18.44,18.44,2,1196.047,828.8632,1204.3524,2,4.0,3.0,2.0,"Oxidation (M)",18962.625,"Adenosylcobinamide kinase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_041890 PE=3 SV=1"
682,true,"A0A8B4R7Y2|A0A8B4R7Y2_MYCSM",341.45013,48.37,38.24,45.75,38.24,11,17164.73,16864.645,18683.082,11,19.0,18.0,16.0,"Oxidation (M)",33266.176,"HpcH/HpaI aldolase/citrate lyase family protein, putative OS=Mycolicibacterium smegmatis OX=1772 GN=citE_2 PE=4 SV=1"
2171,false,"A0A2U9PU64|A0A2U9PU64_MYCSE",49.987938,0.95,0.95,0.00,0.00,1,,,,1,1.0,,,"",159279.03,"Phenyloxazoline synthase MbtB OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_043880 PE=3 SV=1"
2799,true,"A0QQQ5|A0QQQ5_MYCS2",59.533115,5.77,5.77,0.00,0.00,1,158.76303,,,1,1.0,,,"",22493.77,"ATP-dependent protease La (LON) domain subfamily protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0839 PE=4 SV=1"
1231,true,"A0A2U9PKT5|A0A2U9PKT5_MYCSE",192.30357,18.89,16.11,18.89,16.11,6,8469.603,8022.132,11936.275,6,12.0,11.0,9.0,"Carbamidomethylation; Oxidation (M)",38935.668,"ABC transporter, ATP-binding protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_013840 PE=4 SV=1"
1354,true,"I7FGE2|I7FGE2_MYCS2",172.63475,26.42,26.42,13.82,12.20,6,2396.3179,206.7203,,6,8.0,3.0,3.0,"Oxidation (M)",26836.426,"GntR family transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4022 PE=4 SV=1"
886,true,"A0A2U9PPB4|A0A2U9PPB4_MYCSE",307.7239,20.20,17.57,20.20,15.76,9,6882.5757,9927.207,12541.004,9,11.0,18.0,15.0,"Oxidation (M)",65940.35,"Gnat-family protein acetyltransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_025490 PE=4 SV=1"
2347,true,"A0A653F8Z6|A0A653F8Z6_MYCSM",170.94475,8.90,8.90,8.90,8.90,2,14235.574,12065.133,13824.346,2,9.0,7.0,7.0,"",35887.812,"Cutinase OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_00505 PE=4 SV=1"
2235,true,"A0QZQ9|A0QZQ9_MYCS2",102.59858,9.56,0.00,9.56,5.80,2,,33496.81,302.29605,2,,2.0,1.0,"",30706.86,"3-hydroxybutyryl-CoA dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4115 PE=4 SV=1"
1344,true,"A0A2U9PUY6|A0A2U9PUY6_MYCSE",264.4529,36.06,36.06,36.06,31.60,6,11255.41,9501.362,12690.949,6,12.0,11.0,10.0,"Oxidation (M)",28706.654,"HpcH/HpaI aldolase/citrate lyase family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_046140 PE=4 SV=1"
905,false,"L0IP22|L0IP22_9MYCO",167.06277,13.45,13.45,11.40,11.40,4,4459.4326,3163.3196,1835.451,4,7.0,4.0,7.0,"",36067.754,"Acyl dehydratase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_00152 PE=4 SV=1"
1504,true,"A0A8B4QGV2|A0A8B4QGV2_MYCSM",152.53502,10.88,7.03,5.44,9.30,5,3113.753,392.14185,716.8081,5,4.0,4.0,5.0,"Oxidation (M)",47582.074,"Protein translocase subunit SecY OS=Mycolicibacterium smegmatis OX=1772 GN=secY PE=3 SV=1"
